crop,district,year,area_acre,production_mton,avg_rainfall_mm,irrigated_percent,fertilizer_kg_per_acre,tsp_kg_per_acre,urea_kg_per_acre,dap_kg_per_acre
Cauliflower,Bogra,2012,7918.12,38863.66,2347.8,89.5,151.3,43.5,60.5,28.5
Cauliflower,Bogra,2013,2236.43,7420.99,2562.0,46.7,75.7,28.3,214.4,44.7
Cauliflower,Bogra,2014,7165.02,69879.97,2958.8,58.7,152.1,22.0,58.6,34.6
Cauliflower,Bogra,2015,882.07,8408.03,2585.3,59.2,192.3,25.9,150.0,42.2
Cauliflower,Bogra,2016,6950.02,60284.68,2726.3,89.2,61.8,39.9,178.3,14.7
Cauliflower,Bogra,2017,2667.44,17105.08,2489.1,88.1,101.7,35.6,219.6,30.4
Cauliflower,Bogra,2018,3236.46,21911.13,2214.9,70.6,204.9,55.9,204.3,43.8
Cauliflower,Bogra,2019,4940.73,41989.69,2860.5,90.5,243.1,61.3,176.3,38.1
Cauliflower,Bogra,2020,6771.01,41561.69,2588.8,63.5,170.7,35.3,98.2,33.7
Cauliflower,Bogra,2021,5502.09,54187.68,2057.0,75.3,231.6,60.4,118.6,38.7
Cauliflower,Bogra,2022,3180.23,10862.22,2301.1,55.1,75.5,19.4,182.8,45.2
Cauliflower,Bogra,2023,4756.46,23195.61,2464.6,49.4,247.1,45.7,157.5,48.1
Cauliflower,Bogra,2024,913.05,5749.03,2111.9,47.3,74.2,33.9,42.6,17.0
Cauliflower,Bogra,2025,3708.82,36181.59,2843.4,57.5,167.4,29.2,53.5,48.4
Cauliflower,Joypurhat,2012,1552.77,11591.09,2160.9,56.2,221.8,17.2,157.3,36.3
Cauliflower,Joypurhat,2013,1584.75,15097.83,2330.8,67.4,221.2,51.5,217.8,36.7
Cauliflower,Joypurhat,2014,1730.25,7504.01,2103.0,78.9,235.3,47.2,183.6,28.3
Cauliflower,Joypurhat,2015,3636.92,26790.61,2465.0,43.4,74.8,46.7,143.7,16.3
Cauliflower,Joypurhat,2016,7355.83,52650.67,2640.9,68.2,118.9,45.6,197.4,53.2
Cauliflower,Joypurhat,2017,4471.75,21444.7,2840.1,94.9,162.0,36.3,200.0,15.5
Cauliflower,Joypurhat,2018,2529.89,25087.65,2786.7,89.7,160.9,62.9,90.1,24.4
Cauliflower,Joypurhat,2019,1469.42,6765.08,2022.8,47.2,230.9,22.8,226.4,42.8
Cauliflower,Joypurhat,2020,6932.53,45172.77,2427.8,70.3,177.9,37.5,176.0,29.8
Cauliflower,Joypurhat,2021,7425.79,74163.23,2419.5,71.4,223.1,25.5,133.0,29.3
Cauliflower,Joypurhat,2022,4728.01,44619.62,2621.7,57.3,183.4,63.7,67.3,28.7
Cauliflower,Joypurhat,2023,2202.39,11207.23,2871.8,81.4,208.4,40.6,197.8,12.0
Cauliflower,Joypurhat,2024,1913.05,7088.16,2160.5,52.6,160.9,23.2,219.0,28.2
Cauliflower,Joypurhat,2025,1458.14,11585.0,2535.1,58.8,211.1,56.0,132.5,43.2
Cauliflower,Naogaon,2012,7631.13,49719.38,2552.7,81.6,223.0,22.1,56.8,18.8
Cauliflower,Naogaon,2013,4834.38,29047.74,2967.8,84.4,91.5,15.8,150.6,16.8
Cauliflower,Naogaon,2014,2082.46,20000.23,2022.3,79.6,178.6,53.1,184.7,15.9
Cauliflower,Naogaon,2015,6667.23,35698.36,2254.2,92.7,162.3,39.8,119.5,44.0
Cauliflower,Naogaon,2016,5433.81,19564.36,2549.4,58.6,65.1,35.1,183.8,13.9
Cauliflower,Naogaon,2017,7196.28,37392.24,2891.5,92.7,62.9,15.6,194.1,54.7
Cauliflower,Naogaon,2018,7684.44,37604.79,2774.6,94.3,62.3,15.7,193.8,15.1
Cauliflower,Naogaon,2019,7694.3,62766.33,2170.6,79.4,191.8,24.2,119.1,38.8
Cauliflower,Naogaon,2020,7241.29,59126.07,2938.3,41.1,243.5,27.3,146.4,30.8
Cauliflower,Naogaon,2021,4576.1,24087.28,2032.5,87.4,61.9,44.6,195.8,54.5
Cauliflower,Naogaon,2022,2374.33,7850.76,2236.3,40.7,183.6,45.2,131.4,22.5
Cauliflower,Naogaon,2023,2676.47,8045.11,2100.3,92.4,136.0,35.4,67.6,38.5
Cauliflower,Naogaon,2024,3397.58,19451.0,2290.2,49.6,167.8,51.1,223.2,20.1
Cauliflower,Naogaon,2025,5090.72,29682.54,2499.0,79.2,222.4,13.2,223.4,48.5
Cauliflower,Natore,2012,5941.87,57684.86,2635.6,77.1,98.3,24.5,214.4,28.6
Cauliflower,Natore,2013,1909.33,13740.57,2053.1,72.1,101.8,35.4,172.9,29.0
Cauliflower,Natore,2014,6813.76,46029.27,2155.4,70.0,135.8,53.4,208.9,22.5
Cauliflower,Natore,2015,3914.27,23128.7,2642.4,43.9,111.0,16.2,158.8,42.4
Cauliflower,Natore,2016,2539.14,16769.85,2038.5,58.5,234.4,33.5,87.2,16.0
Cauliflower,Natore,2017,4955.42,38767.99,2392.6,70.2,121.6,18.0,40.1,13.6
Cauliflower,Natore,2018,6078.04,55006.67,2664.2,69.3,179.9,32.4,67.5,54.5
Cauliflower,Natore,2019,1050.09,6618.31,2415.9,41.8,103.1,52.7,167.2,10.4
Cauliflower,Natore,2020,4744.54,28280.52,2659.5,85.0,186.5,20.1,118.7,45.4
Cauliflower,Natore,2021,3064.19,29006.03,2753.2,55.6,70.5,30.6,208.1,43.0
Cauliflower,Natore,2022,4875.94,47116.26,2643.8,44.0,246.0,55.5,177.9,36.3
Cauliflower,Natore,2023,2286.85,16225.5,2187.7,79.1,95.1,16.4,158.4,25.2
Cauliflower,Natore,2024,7133.44,38673.04,2785.1,78.8,208.8,14.4,106.0,21.9
Cauliflower,Natore,2025,6124.12,55929.75,2678.6,73.5,229.6,35.8,198.4,54.4
Cauliflower,Chapainawabganj,2012,6525.66,37027.56,2611.3,58.5,90.6,17.7,148.2,47.0
Cauliflower,Chapainawabganj,2013,2547.4,8462.23,2779.1,87.7,89.7,64.6,68.6,46.1
Cauliflower,Chapainawabganj,2014,7955.89,73242.71,2775.0,52.3,202.2,25.6,239.6,38.5
Cauliflower,Chapainawabganj,2015,5586.06,39124.3,2818.1,49.8,73.1,23.4,201.7,49.6
Cauliflower,Chapainawabganj,2016,3204.44,18174.52,2934.9,50.8,124.6,58.4,108.0,50.1
Cauliflower,Chapainawabganj,2017,4287.0,38377.54,2212.1,49.3,191.9,16.7,188.9,20.0
Cauliflower,Chapainawabganj,2018,7434.93,48608.34,2498.5,57.8,211.8,52.7,91.4,30.7
Cauliflower,Chapainawabganj,2019,5448.16,38613.88,2418.4,88.7,224.1,37.2,213.0,41.1
Cauliflower,Chapainawabganj,2020,5678.54,27034.43,2952.9,69.1,192.5,28.0,204.0,16.9
Cauliflower,Chapainawabganj,2021,1487.48,6029.81,2852.1,40.7,164.4,61.3,47.8,25.5
Cauliflower,Chapainawabganj,2022,1576.44,12290.24,2088.2,82.0,93.6,19.6,56.2,17.7
Cauliflower,Chapainawabganj,2023,2806.05,14398.25,2331.1,79.9,177.3,59.3,139.1,13.6
Cauliflower,Chapainawabganj,2024,3357.23,27779.08,2229.2,41.4,231.1,60.0,118.8,10.7
Cauliflower,Chapainawabganj,2025,2976.92,25385.96,2645.5,60.1,231.3,47.1,122.0,41.3
Cauliflower,Pabna,2012,1356.07,6123.81,2989.7,57.6,136.4,35.7,123.1,12.7
Cauliflower,Pabna,2013,867.04,2753.5,2300.9,67.4,79.5,30.8,111.2,41.7
Cauliflower,Pabna,2014,7801.22,73411.07,2692.8,65.2,83.6,20.2,104.7,44.5
Cauliflower,Pabna,2015,2070.92,20372.78,2000.7,59.9,145.3,39.9,155.7,34.2
Cauliflower,Pabna,2016,6984.46,62709.36,2106.6,56.1,111.0,55.3,84.6,17.0
Cauliflower,Pabna,2017,4839.74,38312.58,2447.0,50.2,172.0,11.9,126.3,37.6
Cauliflower,Pabna,2018,3293.33,23273.12,2035.3,93.2,135.2,19.5,149.4,27.4
Cauliflower,Pabna,2019,5888.58,50163.02,2940.7,82.5,219.1,41.5,82.7,12.7
Cauliflower,Pabna,2020,1230.57,6655.36,2021.6,67.5,67.6,19.0,78.7,42.0
Cauliflower,Pabna,2021,4236.2,20542.26,2914.2,71.3,164.9,64.0,121.1,43.1
Cauliflower,Pabna,2022,6287.69,51974.51,2697.2,43.8,93.1,63.2,69.4,35.4
Cauliflower,Pabna,2023,4423.88,23770.53,2011.6,78.2,175.0,41.4,140.5,47.4
Cauliflower,Pabna,2024,2864.18,24255.31,2939.5,59.0,97.1,59.8,127.2,27.0
Cauliflower,Pabna,2025,7564.11,74819.76,2579.7,69.7,167.9,15.4,68.2,52.3
Cauliflower,Rajshahi,2012,5529.34,21524.12,1357.7,67.1,150.3,20.1,172.9,37.9
Cauliflower,Rajshahi,2013,528.92,3945.38,1780.3,61.9,186.7,36.9,46.0,26.7
Cauliflower,Rajshahi,2014,6129.66,59371.25,1822.2,92.8,114.5,14.2,133.1,20.9
Cauliflower,Rajshahi,2015,3847.68,20303.55,1592.7,43.6,138.3,37.2,42.3,24.0
Cauliflower,Rajshahi,2016,4288.56,35480.08,1386.3,65.8,87.7,62.4,197.7,26.0
Cauliflower,Rajshahi,2017,3082.92,9520.19,1570.0,57.9,117.6,13.9,137.3,37.3
Cauliflower,Rajshahi,2018,1431.93,6151.12,1629.7,48.0,204.1,36.9,151.4,37.0
Cauliflower,Rajshahi,2019,1453.15,12950.17,1475.2,50.4,217.4,27.1,68.7,27.1
Cauliflower,Rajshahi,2020,1587.67,4927.93,1544.1,89.8,161.2,53.9,95.9,11.8
Cauliflower,Rajshahi,2021,5469.28,18212.46,1974.3,41.6,248.7,19.4,79.4,11.8
Cauliflower,Rajshahi,2022,7955.5,60153.01,1814.6,61.0,144.6,14.2,84.6,19.0
Cauliflower,Rajshahi,2023,3293.38,22662.58,1563.9,45.3,191.2,46.3,197.8,15.8
Cauliflower,Rajshahi,2024,2427.63,16040.71,1624.5,67.8,220.2,32.5,94.2,37.1
Cauliflower,Rajshahi,2025,4188.23,24334.43,1882.8,48.1,181.2,45.7,71.0,48.2
Cauliflower,Sirajganj,2012,870.15,4883.01,2120.8,42.2,226.0,51.7,198.8,12.8
Cauliflower,Sirajganj,2013,5302.9,46108.13,2716.5,81.6,184.1,35.8,142.8,54.9
Cauliflower,Sirajganj,2014,4515.93,42610.13,2092.1,82.5,115.4,23.9,103.6,42.9
Cauliflower,Sirajganj,2015,5925.36,47402.08,2974.3,48.7,118.6,51.2,110.7,49.2
Cauliflower,Sirajganj,2016,7144.69,28681.21,2088.3,81.0,154.0,52.9,87.9,47.4
Cauliflower,Sirajganj,2017,5093.57,40136.55,2634.5,66.4,211.8,12.8,126.0,31.0
Cauliflower,Sirajganj,2018,2029.43,15284.27,2018.1,59.5,75.1,38.4,123.6,14.2
Cauliflower,Sirajganj,2019,5466.05,21393.73,2680.6,66.3,133.5,33.3,73.9,37.1
Cauliflower,Sirajganj,2020,6771.71,43525.84,2555.0,90.1,189.2,19.5,54.5,15.8
Cauliflower,Sirajganj,2021,3872.7,21548.85,2117.3,92.2,132.8,64.8,67.7,17.3
Cauliflower,Sirajganj,2022,858.45,6928.09,2409.1,68.0,179.2,59.9,181.4,30.1
Cauliflower,Sirajganj,2023,5682.39,54215.77,2457.7,72.9,146.5,58.8,220.3,32.1
Cauliflower,Sirajganj,2024,3117.9,14364.03,2806.1,61.4,192.0,35.0,149.0,50.3
Cauliflower,Sirajganj,2025,3558.09,16052.92,2181.6,54.0,142.5,49.6,81.1,24.3
Cauliflower,Dinajpur,2012,4986.49,24808.82,2479.5,58.6,221.6,19.6,132.4,17.1
Cauliflower,Dinajpur,2013,5459.67,48202.77,2041.3,50.3,169.5,17.4,129.2,28.5
Cauliflower,Dinajpur,2014,5580.94,47339.52,2980.7,82.4,226.1,12.2,96.0,41.7
Cauliflower,Dinajpur,2015,1382.19,5570.17,2034.1,73.7,160.6,57.1,149.4,53.9
Cauliflower,Dinajpur,2016,5979.46,40416.94,2414.7,60.1,77.9,46.2,95.8,51.9
Cauliflower,Dinajpur,2017,1114.47,4313.21,2408.7,52.1,85.1,27.5,48.8,36.0
Cauliflower,Dinajpur,2018,5685.37,53506.77,2304.3,70.5,239.2,49.1,69.9,20.2
Cauliflower,Dinajpur,2019,5351.03,26722.93,2196.2,44.7,189.2,32.5,83.6,55.0
Cauliflower,Dinajpur,2020,7322.94,41299.75,2222.1,88.4,213.1,46.9,43.1,54.8
Cauliflower,Dinajpur,2021,4190.51,20474.46,2472.0,41.5,143.8,55.2,234.4,40.0
Cauliflower,Dinajpur,2022,6734.26,43275.15,2739.8,78.4,74.0,43.3,88.1,39.9
Cauliflower,Dinajpur,2023,5856.38,20257.45,2087.8,52.1,72.3,18.2,211.4,35.1
Cauliflower,Dinajpur,2024,6595.58,42260.42,2894.7,42.8,106.9,51.2,239.6,49.0
Cauliflower,Dinajpur,2025,5091.42,50815.34,2929.3,85.2,119.9,37.4,196.5,35.7
Cauliflower,Gaibandha,2012,6575.37,21149.29,2905.3,64.1,110.5,64.1,80.0,33.8
Cauliflower,Gaibandha,2013,5340.6,50603.05,2813.3,59.8,233.2,47.9,91.1,14.9
Cauliflower,Gaibandha,2014,6717.17,58594.14,2535.6,55.6,185.5,30.6,48.5,10.2
Cauliflower,Gaibandha,2015,5976.31,38647.63,2793.4,87.7,204.3,32.9,174.4,36.9
Cauliflower,Gaibandha,2016,7372.08,57698.23,2492.7,92.9,197.7,29.9,141.8,41.3
Cauliflower,Gaibandha,2017,4273.11,30973.2,2034.8,58.8,130.1,54.9,183.8,11.7
Cauliflower,Gaibandha,2018,1181.44,4796.92,2194.5,75.0,169.3,18.7,201.0,19.6
Cauliflower,Gaibandha,2019,4453.99,20830.65,2347.0,74.1,70.2,52.7,188.5,50.1
Cauliflower,Gaibandha,2020,3505.32,11901.76,2923.9,46.4,67.6,17.5,168.8,22.8
Cauliflower,Gaibandha,2021,7722.65,32133.11,2444.2,88.5,177.7,18.2,126.9,51.5
Cauliflower,Gaibandha,2022,973.96,3470.66,2053.6,73.7,207.9,24.7,113.7,30.5
Cauliflower,Gaibandha,2023,7674.23,26981.04,2566.9,51.0,88.6,43.1,124.6,41.7
Cauliflower,Gaibandha,2024,2073.02,18067.99,2961.9,61.2,115.0,18.5,89.6,48.1
Cauliflower,Gaibandha,2025,3628.8,32620.25,2849.3,84.2,199.7,48.3,101.8,20.9
Cauliflower,Kurigram,2012,6814.02,63949.99,2990.6,51.0,91.9,54.4,127.1,14.9
Cauliflower,Kurigram,2013,2155.84,13717.49,2501.2,61.2,138.1,21.9,127.3,30.2
Cauliflower,Kurigram,2014,4499.71,26589.78,2882.3,77.4,214.1,32.8,74.0,14.3
Cauliflower,Kurigram,2015,4128.42,34082.49,2768.7,77.0,211.5,54.3,46.6,10.8
Cauliflower,Kurigram,2016,5298.23,25371.21,2730.9,52.5,187.4,10.9,54.7,23.6
Cauliflower,Kurigram,2017,2716.92,21997.43,2613.8,72.8,226.6,33.3,99.7,53.6
Cauliflower,Kurigram,2018,3073.73,21282.65,2698.0,50.6,81.3,41.2,133.6,33.6
Cauliflower,Kurigram,2019,1488.2,4986.72,2517.4,89.2,213.2,50.6,115.7,27.1
Cauliflower,Kurigram,2020,1388.5,13091.53,2133.9,59.9,171.6,13.5,65.8,34.4
Cauliflower,Kurigram,2021,2338.01,9925.27,2989.8,78.9,185.5,14.0,45.2,27.3
Cauliflower,Kurigram,2022,1654.1,12794.98,2739.9,92.4,236.1,36.6,220.3,12.7
Cauliflower,Kurigram,2023,7301.96,28497.92,2241.3,69.6,223.9,64.0,226.5,30.0
Cauliflower,Kurigram,2024,6360.87,56554.51,2615.3,57.3,126.8,61.2,105.2,50.4
Cauliflower,Kurigram,2025,3948.21,14343.47,2108.7,48.0,109.3,15.8,77.8,50.4
Cauliflower,Lalmonirhat,2012,7980.18,55000.07,2454.7,69.9,141.6,47.9,231.2,16.3
Cauliflower,Lalmonirhat,2013,7775.96,77546.17,2283.7,56.4,207.5,19.3,203.9,36.5
Cauliflower,Lalmonirhat,2014,5358.09,36066.58,2203.1,91.7,79.9,47.4,238.9,17.6
Cauliflower,Lalmonirhat,2015,762.0,3048.24,2155.0,44.6,141.2,53.1,176.6,18.1
Cauliflower,Lalmonirhat,2016,4388.09,17662.73,2264.9,83.4,226.7,43.6,154.3,17.2
Cauliflower,Lalmonirhat,2017,7892.05,77365.64,2982.8,73.2,173.4,41.9,140.6,32.4
Cauliflower,Lalmonirhat,2018,5353.57,34416.43,2780.1,73.1,62.4,60.1,162.8,31.4
Cauliflower,Lalmonirhat,2019,5990.78,29091.86,2892.0,43.5,76.1,32.6,113.9,37.0
Cauliflower,Lalmonirhat,2020,2178.19,15839.93,2674.5,80.3,87.4,44.7,144.0,38.3
Cauliflower,Lalmonirhat,2021,3531.42,32519.18,2127.0,77.4,145.4,11.0,193.8,49.5
Cauliflower,Lalmonirhat,2022,3131.03,28744.65,2879.1,41.9,215.2,32.1,139.2,38.7
Cauliflower,Lalmonirhat,2023,4374.43,17220.9,2970.2,50.6,173.5,52.8,200.7,15.3
Cauliflower,Lalmonirhat,2024,4444.41,26286.84,2670.5,72.8,79.4,18.0,177.3,38.5
Cauliflower,Lalmonirhat,2025,3492.71,10513.64,2224.0,56.5,107.1,22.7,202.2,49.4
Cauliflower,Nilphamari,2012,5469.12,48694.42,2485.9,82.8,168.0,26.5,225.3,21.9
Cauliflower,Nilphamari,2013,6199.89,26501.3,2933.9,42.8,84.8,18.3,181.4,46.7
Cauliflower,Nilphamari,2014,7172.67,26518.56,2216.8,56.9,125.2,20.2,150.1,52.7
Cauliflower,Nilphamari,2015,4314.65,36836.38,2432.2,45.8,76.5,15.2,144.3,49.6
Cauliflower,Nilphamari,2016,1408.22,10778.44,2344.3,41.8,101.7,59.3,120.7,33.8
Cauliflower,Nilphamari,2017,4581.06,40054.68,2114.1,68.9,61.3,29.8,89.0,31.8
Cauliflower,Nilphamari,2018,3541.06,32105.26,2505.7,60.8,158.6,21.6,155.7,54.9
Cauliflower,Nilphamari,2019,2369.23,20677.05,2956.5,44.6,214.0,52.5,189.0,14.8
Cauliflower,Nilphamari,2020,6276.47,32526.76,2205.8,42.0,76.1,40.8,140.4,22.2
Cauliflower,Nilphamari,2021,4049.74,34049.6,2905.5,64.3,234.2,12.5,176.3,45.7
Cauliflower,Nilphamari,2022,6928.79,27614.67,2837.6,58.6,236.9,10.7,190.8,13.6
Cauliflower,Nilphamari,2023,7977.03,25865.05,2348.9,70.5,178.8,20.8,168.0,13.7
Cauliflower,Nilphamari,2024,876.91,6179.52,2110.4,50.9,201.4,47.7,134.3,49.9
Cauliflower,Nilphamari,2025,4967.25,21533.27,2488.1,63.9,193.6,56.6,143.5,39.2
Cauliflower,Panchagarh,2012,4275.57,29685.85,2798.4,48.8,72.6,14.0,126.0,54.3
Cauliflower,Panchagarh,2013,3354.09,12960.98,2350.9,58.2,170.4,60.0,47.4,50.7
Cauliflower,Panchagarh,2014,4428.47,24509.1,2073.0,81.9,149.8,33.3,183.4,22.8
Cauliflower,Panchagarh,2015,4942.09,30794.76,2731.6,52.3,134.1,46.9,235.7,16.5
Cauliflower,Panchagarh,2016,6282.88,23127.87,2972.8,56.3,95.6,14.8,193.3,41.7
Cauliflower,Panchagarh,2017,4544.52,25958.27,2963.7,90.0,118.4,64.3,196.0,47.0
Cauliflower,Panchagarh,2018,6043.45,54688.14,2399.5,76.7,93.6,24.7,217.2,37.2
Cauliflower,Panchagarh,2019,2584.51,25547.04,2840.4,88.7,77.8,22.4,180.5,17.2
Cauliflower,Panchagarh,2020,3886.02,25392.54,2926.6,51.3,110.0,43.2,215.6,40.0
Cauliflower,Panchagarh,2021,4917.62,27934.15,2802.1,85.1,234.8,49.1,204.5,36.8
Cauliflower,Panchagarh,2022,1051.15,9836.48,2501.5,76.2,169.0,32.4,128.0,45.2
Cauliflower,Panchagarh,2023,6301.84,42108.11,2523.6,73.9,127.9,50.1,201.4,40.2
Cauliflower,Panchagarh,2024,3827.02,24710.14,2038.1,59.8,192.2,62.9,136.4,37.1
Cauliflower,Panchagarh,2025,2556.15,9410.02,2557.7,62.0,82.6,56.4,166.6,18.3
Cauliflower,Rangpur,2012,5351.63,39542.01,1280.1,40.1,244.3,33.3,41.5,25.4
Cauliflower,Rangpur,2013,1788.64,12001.31,1933.2,84.5,195.7,23.0,122.0,29.1
Cauliflower,Rangpur,2014,7456.95,58689.82,1447.0,76.4,228.0,41.9,86.6,24.9
Cauliflower,Rangpur,2015,6171.52,59154.57,1487.1,44.0,97.1,33.3,223.7,54.3
Cauliflower,Rangpur,2016,1494.24,8921.98,1605.0,77.4,177.0,46.0,146.1,41.3
Cauliflower,Rangpur,2017,3701.11,31498.41,1542.4,57.6,236.8,41.5,44.0,24.6
Cauliflower,Rangpur,2018,6419.82,48465.11,1213.2,83.9,249.8,32.7,133.4,44.6
Cauliflower,Rangpur,2019,5799.27,36108.98,1823.2,72.7,150.3,32.7,65.2,14.4
Cauliflower,Rangpur,2020,2423.54,15064.76,1396.2,52.6,181.8,11.7,42.1,11.7
Cauliflower,Rangpur,2021,1103.08,8567.72,1996.0,90.7,168.0,39.4,164.5,45.9
Cauliflower,Rangpur,2022,6861.77,52299.25,1252.1,86.3,79.4,55.0,55.7,29.9
Cauliflower,Rangpur,2023,628.75,4265.92,1341.5,92.0,191.0,27.0,236.7,46.7
Cauliflower,Rangpur,2024,7719.45,40228.31,1468.5,74.7,234.6,19.4,95.5,17.3
Cauliflower,Rangpur,2025,3068.23,28283.99,1881.5,88.9,125.1,27.3,133.2,36.4
Cauliflower,Thakurgaon,2012,4519.83,38367.05,2049.9,40.5,108.9,59.2,82.4,14.5
Cauliflower,Thakurgaon,2013,1489.58,5070.13,2817.0,62.5,144.5,21.2,152.8,47.5
Cauliflower,Thakurgaon,2014,741.49,3364.85,2850.3,87.8,68.0,17.5,118.9,21.9
Cauliflower,Thakurgaon,2015,6240.26,57427.31,2370.4,49.2,112.0,28.4,229.8,29.1
Cauliflower,Thakurgaon,2016,4049.91,38074.67,2518.6,89.4,200.2,26.0,98.3,31.4
Cauliflower,Thakurgaon,2017,5636.33,30210.31,2025.3,64.7,190.8,64.9,160.4,12.2
Cauliflower,Thakurgaon,2018,3734.27,14969.57,2396.3,81.2,240.2,62.2,213.8,19.7
Cauliflower,Thakurgaon,2019,3552.26,30787.39,2766.6,59.2,206.5,56.5,60.5,13.4
Cauliflower,Thakurgaon,2020,1856.53,17515.69,2011.5,67.4,243.4,49.9,134.5,31.8
Cauliflower,Thakurgaon,2021,7452.4,46342.61,2727.6,53.1,110.9,33.4,195.4,29.5
Cauliflower,Thakurgaon,2022,884.35,3879.43,2351.6,56.8,244.2,37.9,165.6,10.9
Cauliflower,Thakurgaon,2023,2922.29,29007.26,2590.0,80.6,125.0,16.4,226.3,15.3
Cauliflower,Thakurgaon,2024,4147.37,30276.51,2072.8,90.2,89.3,46.4,166.3,31.2
Cauliflower,Thakurgaon,2025,3045.69,14849.54,2129.2,73.7,164.5,42.6,203.8,54.7
Cauliflower,Barguna,2012,1943.17,15983.57,2960.8,81.4,167.5,64.1,202.6,53.2
Cauliflower,Barguna,2013,7228.08,65469.05,2231.3,78.8,131.7,29.6,142.5,44.1
Cauliflower,Barguna,2014,4913.52,19386.9,2970.7,81.8,233.7,25.5,53.0,36.3
Cauliflower,Barguna,2015,2843.29,20561.55,2911.8,90.9,203.3,35.0,102.0,44.4
Cauliflower,Barguna,2016,1948.8,11722.92,2431.4,94.9,82.0,59.2,175.8,46.6
Cauliflower,Barguna,2017,7386.43,48057.73,2754.2,83.1,138.8,23.9,130.4,46.5
Cauliflower,Barguna,2018,1947.73,8481.9,2469.7,55.1,77.6,17.0,47.6,11.5
Cauliflower,Barguna,2019,7449.48,49662.0,2936.6,77.7,111.5,12.8,172.4,45.1
Cauliflower,Barguna,2020,2389.23,21980.0,2223.2,55.4,123.5,45.5,79.0,46.7
Cauliflower,Barguna,2021,6047.05,37015.47,2885.7,90.6,92.1,22.2,147.5,53.3
Cauliflower,Barguna,2022,4588.79,39780.91,2645.8,50.4,183.0,57.2,69.1,34.9
Cauliflower,Barguna,2023,2971.9,19374.47,2491.6,52.2,117.5,49.3,163.9,48.9
Cauliflower,Barguna,2024,7003.51,29629.39,2177.5,87.8,216.3,26.4,233.4,35.9
Cauliflower,Barguna,2025,4866.2,25644.11,2934.7,71.3,95.6,25.8,202.3,29.5
Cauliflower,Barisal,2012,1548.57,13553.7,2924.2,52.6,241.9,49.0,219.1,34.4
Cauliflower,Barisal,2013,6208.37,38200.27,2266.8,48.2,221.8,64.8,225.8,28.6
Cauliflower,Barisal,2014,7216.17,35958.59,2600.7,92.4,218.7,49.4,49.2,18.2
Cauliflower,Barisal,2015,1462.13,7604.56,2714.1,72.4,63.2,17.9,64.3,15.1
Cauliflower,Barisal,2016,3824.58,33734.28,2462.5,51.3,93.0,13.2,112.6,44.6
Cauliflower,Barisal,2017,3779.59,26807.21,2493.5,83.1,194.6,34.9,56.1,11.9
Cauliflower,Barisal,2018,6230.85,41307.96,2200.6,86.7,212.7,36.7,232.4,50.2
Cauliflower,Barisal,2019,5968.77,26601.45,2325.0,82.0,226.4,34.7,121.1,55.0
Cauliflower,Barisal,2020,642.99,2889.94,2973.3,57.1,188.0,32.3,69.7,15.8
Cauliflower,Barisal,2021,5345.08,43763.85,2399.6,74.3,131.6,48.9,209.0,45.6
Cauliflower,Barisal,2022,2668.72,20900.11,2472.8,89.3,109.2,43.1,51.8,42.2
Cauliflower,Barisal,2023,5603.08,28740.38,2252.7,65.5,187.0,42.3,226.5,20.3
Cauliflower,Barisal,2024,7186.1,56450.4,2206.8,94.3,77.0,42.5,239.0,39.5
Cauliflower,Barisal,2025,1495.58,8129.49,2512.2,58.6,178.9,14.7,218.5,10.4
Cauliflower,Bhola,2012,6007.92,37436.03,2536.0,92.7,86.0,17.7,202.7,33.0
Cauliflower,Bhola,2013,5871.12,57413.64,2475.5,57.7,211.3,34.0,49.6,53.9
Cauliflower,Bhola,2014,5298.0,19368.25,2893.5,62.6,122.1,41.4,159.8,23.0
Cauliflower,Bhola,2015,3127.66,19084.94,2194.1,84.8,220.9,20.5,189.2,13.2
Cauliflower,Bhola,2016,7390.86,72704.92,2904.8,41.9,175.0,26.5,50.5,49.0
Cauliflower,Bhola,2017,4328.03,37176.76,2160.7,59.7,177.1,31.4,87.6,50.4
Cauliflower,Bhola,2018,2757.31,27054.65,2988.7,88.1,97.3,20.2,63.3,12.8
Cauliflower,Bhola,2019,7759.14,57775.55,2061.3,54.0,97.5,34.7,188.8,23.3
Cauliflower,Bhola,2020,4908.02,36122.99,2507.0,68.9,142.0,57.4,187.8,19.8
Cauliflower,Bhola,2021,2489.89,20957.72,2336.8,68.8,225.6,22.9,48.8,40.4
Cauliflower,Bhola,2022,1750.8,9257.82,2553.6,76.6,238.8,17.4,207.6,19.1
Cauliflower,Bhola,2023,5610.61,35191.57,2199.5,55.8,110.2,30.0,138.6,41.6
Cauliflower,Bhola,2024,2334.34,18202.53,2435.2,65.0,102.7,23.8,101.1,23.1
Cauliflower,Bhola,2025,2291.32,9771.89,2666.3,54.0,133.9,14.3,176.0,48.1
Cauliflower,Jhalokati,2012,1436.34,11165.06,2799.0,74.5,213.7,28.8,153.0,50.0
Cauliflower,Jhalokati,2013,698.49,2807.23,2170.3,89.6,75.4,23.3,209.0,49.7
Cauliflower,Jhalokati,2014,843.88,8355.18,2325.8,82.3,130.2,59.6,91.0,10.2
Cauliflower,Jhalokati,2015,599.62,5674.37,2414.4,54.2,238.1,30.3,74.6,23.8
